,postcode
2499,2646
2500,2695
2501,2631
2502,2502
2503,2572
2504,2631
2505,2659
2506,2647
2507,2681
2508,2565
2509,2632
2510,2615
2511,2562
2512,2560
2513,2642
2514,2559
2515,2568
2516,2672
2517,2674
2518,2567
2519,2571
2520,2604
2521,2515
2522,2587
2523,2671
2524,2654
2525,2677
2526,2568
2527,2628
2528,2546
2529,2604
2530,2560
2531,2678
2532,2685
2533,2642
2534,2573
2535,2600
2536,2638
2537,2556
2538,2631
2539,2615
2540,2669
2541,2645
2542,2692
2543,2597
2544,2582
2545,2697
2546,2518
2547,2567
2548,2688
2549,2562
2550,2694
2551,2510
2552,2654
2553,2663
2554,2557
2555,2515
2556,2632
2557,2597
2558,2531
2559,2584
2560,2530
2561,2629
2562,2695
2563,2695
2564,2545
2565,2533
2566,2535
2567,2550
2568,2650
2569,2568
2570,2623
2571,2577
2572,2530
2573,2639
2574,2509
2575,2592
2576,2668
2577,2539
2578,2683
2579,2587
2580,2649
2581,2656
2582,2576
2583,2581
2584,2664
2585,2654
2586,2602
2587,2623
2588,2534
2589,2598
2590,2691
2591,2595
2592,2500
2593,2635
2594,2513
2595,2574
2596,2512
2597,2514
2598,2593
2599,2683
2600,2606
2601,2666
2602,2695
2603,2641
2604,2541
2605,2583
2606,2563
2607,2568
2608,2648
2609,2599
2610,2527
2611,2550
2612,2541
2613,2635
2614,2620
2615,2585
2616,2627
2617,2563
2618,2695
2619,2580
2620,2555
2621,2640
2622,2638
2623,2567
2624,2618
2625,2615
2626,2584
2627,2507
2628,2535
2629,2560
2630,2592
2631,2614
2632,2564
2633,2684
2634,2624
2635,2691
2636,2553
2637,2673
2638,2675
2639,2525
2640,2609
2641,2557
2642,2586
2643,2577
2644,2661
2645,2505
2646,2510
2647,2633
2648,2656
2649,2608
2650,2592
2651,2574
2652,2655
2653,2675
2654,2550
2655,2618
2656,2695
2657,2664
2658,2507
2659,2574
2660,2650
2661,2540
2662,2666
2663,2555
2664,2631
2665,2580
2666,2561
2667,2678
2668,2587
2669,2561
2670,2587
2671,2698
2672,2672
2673,2625
2674,2633
2675,2639
2676,2568
2677,2661
2678,2659
2679,2520
2680,2691
2681,2628
2682,2695
2683,2633
2684,2608
2685,2665
2686,2619
2687,2621
2688,2547
2689,2621
2690,2656
2691,2647
2692,2601
2693,2664
2694,2559
2695,2592
2696,2590
2697,2591
2698,2689
2699,2671
2700,2612
2701,2546
2702,2543
2703,2584
2704,2523
2705,2618
2706,2638
2707,2682
2708,2544
2709,2562
2710,2507
2711,2674
2712,2555
2713,2662
2714,2610
2715,2574
2716,2531
2717,2586
2718,2696
2719,2683
2720,2561
2721,2502
2722,2695
2723,2619
2724,2690
2725,2678
2726,2639
2727,2558
2728,2626
2729,2554
2730,2641
2731,2610
2732,2564
2733,2520
2734,2610
2735,2536
2736,2546
2737,2617
2738,2596
2739,2502
2740,2603
2741,2620
2742,2695
2743,2668
2744,2617
2745,2674
2746,2667
2747,2671
2748,2655
2749,2587
2750,2557
2751,2604
2752,2644
2753,2611
2754,2569
2755,2626
2756,2605
2757,2551
2758,2660
2759,2568
2760,2513
2761,2571
2762,2678
2763,2596
2764,2689
2765,2567
2766,2512
2767,2647
2768,2572
2769,2663
2770,2646
2771,2526
2772,2544
2773,2583
2774,2554
2775,2510
2776,2675
2777,2541
2778,2538
2779,2660
2780,2685
2781,2506
2782,2560
2783,2525
2784,2666
2785,2672
2786,2535
2787,2683
2788,2654
2789,2605
2790,2626
2791,2594
2792,2622
2793,2508
2794,2671
2795,2624
2796,2627
2797,2524
2798,2537
2799,2676
2800,2572
2801,2616
2802,2621
2803,2649
2804,2520
2805,2609
2806,2533
2807,2559
2808,2541
2809,2587
2810,2548
2811,2534
2812,2524
2813,2662
2814,2500
2815,2599
2816,2577
2817,2598
2818,2638
2819,2510
2820,2632
2821,2623
2822,2590
2823,2655
2824,2516
2825,2579
2826,2574
2827,2679
2828,2616
2829,2642
2830,2569
2831,2667
2832,2689
2833,2573
2834,2534
2835,2594
2836,2667
2837,2559
2838,2514
2839,2540
2840,2591
2841,2594
2842,2661
2843,2671
2844,2531
2845,2609
2846,2515
2847,2513
2848,2621
2849,2698
2850,2689
2851,2533
2852,2699
2853,2650
2854,2501
2855,2692
2856,2581
2857,2614
2858,2687
2859,2559
2860,2540
2861,2592
2862,2696
2863,2584
2864,2592
2865,2636
2866,2593
2867,2506
2868,2587
2869,2647
2870,2688
2871,2543
2872,2575
2873,2575
2874,2604
2875,2518
2876,2674
2877,2596
2878,2620
2879,2628
2880,2556
2881,2538
2882,2618
2883,2616
2884,2651
2885,2638
2886,2687
2887,2632
2888,2517
2889,2600
2890,2544
2891,2511
2892,2527
2893,2515
2894,2617
2895,2576
2896,2622
2897,2564
2898,2557
2899,2585
2900,2608
2901,2692
2902,2506
2903,2509
2904,2672
2905,2577
2906,2629
2907,2652
2908,2519
2909,2687
2910,2546
2911,2654
2912,2609
2913,2611
2914,2688
2915,2662
2916,2655
2917,2675
2918,2543
2919,2581
2920,2579
2921,2602
2922,2622
2923,2686
2924,2578
2925,2550
2926,2566
2927,2507
2928,2644
2929,2500
2930,2579
2931,2570
2932,2664
2933,2655
2934,2678
2935,2672
2936,2570
2937,2639
2938,2646
2939,2674
2940,2508
2941,2644
2942,2567
2943,2592
2944,2669
2945,2560
2946,2593
2947,2663
2948,2626
2949,2667
2950,2610
2951,2566
2952,2531
2953,2617
2954,2615
2955,2689
2956,2552
2957,2523
2958,2647
2959,2620
2960,2554
2961,2573
2962,2640
2963,2606
2964,2626
2965,2596
2966,2699
2967,2535
2968,2695
2969,2696
2970,2551
2971,2604
2972,2685
2973,2537
2974,2644
2975,2661
2976,2691
2977,2668
2978,2687
2979,2627
2980,2642
2981,2677
2982,2603
2983,2571
2984,2555
2985,2574
2986,2687
2987,2661
2988,2562
2989,2516
2990,2664
2991,2576
2992,2607
2993,2549
2994,2596
2995,2691
2996,2527
2997,2572
2998,2638
2999,2625
3000,2631
3001,2515
3002,2643
3003,2642
3004,2665
3005,2529
3006,2696
3007,2650
3008,2522
3009,2561
3010,2652
3011,2650
3012,2592
3013,2565
3014,2695
3015,2638
3016,2586
3017,2508
3018,2638
3019,2649
3020,2546
3021,2581
3022,2646
3023,2594
3024,2622
3025,2673
3026,2522
3027,2609
3028,2679
3029,2590
3030,2678
3031,2549
3032,2688
3033,2695
3034,2572
3035,2513
3036,2692
3037,2631
3038,2543
3039,2662
3040,2526
3041,2680
3042,2614
3043,2551
3044,2636
3045,2570
3046,2536
3047,2617
3048,2605
3049,2612
3050,2563
3051,2505
3052,2635
3053,2667
3054,2634
3055,2660
3056,2626
3057,2636
3058,2634
3059,2550
3060,2551
3061,2668
3062,2693
3063,2622
3064,2623
3065,2656
3066,2545
3067,2617
3068,2500
3069,2528
3070,2685
3071,2617
3072,2513
3073,2524
3074,2593
3075,2577
3076,2603
3077,2694
3078,2559
3079,2561
3080,2568
3081,2575
3082,2526
3083,2546
3084,2575
3085,2546
3086,2583
3087,2550
3088,2652
3089,2532
3090,2547
3091,2508
3092,2693
3093,2676
3094,2600
3095,2669
3096,2571
3097,2685
3098,2594
3099,2616
3100,2603
3101,2502
3102,2633
3103,2548
3104,2669
3105,2510
3106,2595
3107,2603
3108,2661
3109,2681
3110,2523
3111,2565
3112,2567
3113,2504
3114,2582
3115,2560
3116,2678
3117,2672
3118,2698
3119,2587
3120,2507
3121,2507
3122,2587
3123,2665
3124,2557
3125,2547
3126,2645
3127,2542
3128,2578
3129,2532
3130,2535
3131,2609
3132,2528
3133,2583
3134,2554
3135,2671
3136,2511
3137,2554
3138,2639
3139,2538
3140,2688
3141,2628
3142,2700
3143,2520
3144,2601
3145,2655
3146,2501
3147,2613
3148,2566
3149,2670
3150,2641
3151,2569
3152,2509
3153,2536
3154,2579
3155,2615
3156,2607
3157,2570
3158,2603
3159,2522
3160,2502
3161,2521
3162,2667
3163,2635
3164,2500
3165,2678
3166,2523
3167,2645
3168,2573
3169,2659
3170,2511
3171,2607
3172,2608
3173,2606
3174,2699
3175,2523
3176,2633
3177,2599
3178,2656
3179,2644
3180,2644
3181,2500
3182,2633
3183,2597
3184,2511
3185,2587
3186,2551
3187,2673
3188,2608
3189,2665
3190,2637
3191,2683
3192,2571
3193,2534
3194,2508
3195,2653
3196,2653
3197,2541
3198,2595
3199,2583
3200,2667
3201,2699
3202,2608
3203,2593
3204,2602
3205,2616
3206,2556
3207,2626
3208,2618
3209,2646
3210,2609
3211,2621
3212,2561
3213,2614
3214,2609
3215,2583
3216,2649
3217,2585
3218,2614
3219,2633
3220,2690
3221,2691
3222,2693
3223,2596
3224,2554
3225,2503
3226,2642
3227,2503
3228,2506
3229,2621
3230,2576
3231,2604
3232,2618
3233,2657
3234,2577
3235,2563
3236,2565
3237,2680
3238,2682
3239,2564
3240,2503
3241,2655
3242,2648
3243,2658
3244,2698
3245,2689
3246,2622
3247,2515
3248,2584
3249,2534
3250,2521
3251,2596
3252,2517
3253,2569
3254,2609
3255,2641
3256,2569
3257,2697
3258,2515
3259,2570
3260,2542
3261,2675
3262,2663
3263,2652
3264,2651
3265,2698
3266,2507
3267,2665
3268,2666
3269,2543
3270,2690
3271,2507
3272,2624
3273,2648
3274,2643
3275,2503
3276,2536
3277,2581
3278,2677
3279,2673
3280,2667
3281,2635
3282,2572
3283,2618
3284,2621
3285,2661
3286,2608
3287,2503
3288,2648
3289,2549
3290,2644
3291,2621
3292,2532
3293,2628
3294,2577
3295,2670
3296,2635
3297,2631
3298,2548
3299,2618
3300,2680
3301,2698
3302,2694
3303,2698
3304,2662
3305,2605
3306,2511
3307,2588
3308,2671
3309,2631
3310,2582
3311,2633
3312,2651
3313,2525
3314,2588
3315,2675
3316,2598
3317,2601
3318,2550
3319,2605
3320,2542
3321,2654
3322,2519
3323,2671
3324,2505
3325,2686
3326,2613
3327,2603
3328,2601
3329,2521
3330,2520
3331,2595
3332,2645
3333,2555
3334,2695
3335,2637
3336,2674
3337,2529
3338,2544
3339,2572
3340,2628
3341,2700
3342,2630
3343,2683
3344,2548
3345,2584
3346,2660
3347,2558
3348,2607
3349,2674
3350,2534
3351,2657
3352,2628
3353,2690
3354,2665
3355,2679
3356,2622
3357,2502
3358,2617
3359,2638
3360,2613
3361,2656
3362,2593
3363,2532
3364,2541
3365,2534
3366,2639
3367,2580
3368,2587
3369,2500
3370,2540
3371,2585
3372,2512
3373,2674
3374,2514
3375,2576
3376,2689
3377,2611
3378,2671
3379,2622
3380,2532
3381,2512
3382,2543
3383,2502
3384,2583
3385,2672
3386,2597
3387,2682
3388,2524
3389,2690
3390,2577
3391,2513
3392,2506
3393,2575
3394,2555
3395,2529
3396,2541
3397,2563
3398,2524
3399,2681
3400,2698
3401,2696
3402,2551
3403,2530
3404,2543
3405,2655
3406,2556
3407,2504
3408,2689
3409,2551
3410,2634
3411,2511
3412,2606
3413,2624
3414,2580
3415,2506
3416,2665
3417,2502
3418,2690
3419,2559
3420,2690
3421,2650
3422,2509
3423,2621
3424,2647
3425,2522
3426,2567
3427,2545
3428,2653
3429,2607
3430,2656
3431,2501
3432,2618
3433,2598
3434,2544
3435,2642
3436,2504
3437,2556
3438,2698
3439,2586
3440,2670
3441,2602
3442,2697
3443,2502
3444,2535
3445,2564
3446,2611
3447,2569
3448,2571
3449,2606
3450,2522
3451,2574
3452,2660
3453,2625
3454,2521
3455,2634
3456,2599
3457,2630
3458,2622
3459,2555
3460,2675
3461,2621
3462,2611
3463,2658
3464,2524
3465,2646
3466,2658
3467,2643
3468,2535
3469,2655
3470,2603
3471,2668
3472,2663
3473,2515
3474,2514
3475,2535
3476,2528
3477,2623
3478,2610
3479,2679
3480,2700
3481,2679
3482,2633
3483,2545
3484,2569
3485,2592
3486,2528
3487,2525
3488,2626
3489,2692
3490,2503
3491,2615
3492,2677
3493,2604
3494,2639
3495,2601
3496,2620
3497,2536
3498,2614
3499,2550
3500,2620
3501,2637
3502,2660
3503,2560
3504,2594
3505,2699
3506,2683
3507,2617
3508,2599
3509,2620
3510,2575
3511,2506
3512,2648
3513,2522
3514,2592
3515,2598
3516,2507
3517,2695
3518,2569
3519,2560
3520,2576
3521,2520
3522,2512
3523,2509
3524,2664
3525,2679
3526,2520
3527,2616
3528,2672
3529,2684
3530,2654
3531,2581
3532,2519
3533,2636
3534,2549
3535,2623
3536,2557
3537,2650
3538,2562
3539,2515
3540,2672
3541,2557
3542,2544
3543,2559
3544,2589
3545,2695
3546,2672
3547,2572
3548,2587
3549,2598
3550,2536
3551,2565
3552,2561
3553,2518
3554,2672
3555,2692
3556,2552
3557,2511
3558,2563
3559,2640
3560,2564
3561,2644
3562,2555
3563,2548
3564,2546
3565,2529
3566,2659
3567,2618
3568,2575
3569,2554
3570,2574
3571,2695
3572,2648
3573,2697
3574,2655
3575,2546
3576,2600
3577,2621
3578,2639
3579,2686
3580,2639
3581,2636
3582,2692
3583,2547
3584,2544
3585,2653
3586,2563
3587,2645
3588,2589
3589,2506
3590,2518
3591,2544
3592,2664
3593,2554
3594,2536
3595,2674
3596,2700
3597,2575
3598,2527
3599,2531
3600,2599
3601,2586
3602,2518
3603,2532
3604,2511
3605,2539
3606,2558
3607,2644
3608,2679
3609,2690
3610,2532
3611,2625
3612,2534
3613,2675
3614,2659
3615,2607
3616,2623
3617,2612
3618,2513
3619,2626
3620,2611
3621,2566
3622,2693
3623,2580
3624,2667
3625,2633
3626,2574
3627,2559
3628,2549
3629,2571
3630,2664
3631,2516
3632,2631
3633,2521
3634,2521
3635,2630
3636,2509
3637,2686
3638,2603
3639,2653
3640,2512
3641,2625
3642,2684
3643,2515
3644,2630
3645,2688
3646,2695
3647,2666
3648,2642
3649,2558
3650,2700
3651,2571
3652,2653
3653,2628
3654,2595
3655,2601
3656,2502
3657,2663
3658,2620
3659,2542
3660,2557
3661,2656
3662,2541
3663,2581
3664,2570
3665,2597
3666,2648
3667,2585
3668,2538
3669,2547
3670,2553
3671,2641
3672,2503
3673,2540
3674,2652
3675,2524
3676,2603
3677,2649
3678,2588
3679,2567
3680,2575
3681,2689
3682,2597
3683,2536
3684,2611
3685,2556
3686,2699
3687,2536
3688,2627
3689,2539
3690,2596
3691,2601
3692,2651
3693,2586
3694,2618
3695,2563
3696,2569
3697,2595
3698,2657
3699,2572
3700,2627
3701,2681
3702,2586
3703,2576
3704,2545
3705,2577
3706,2693
3707,2517
3708,2524
3709,2640
3710,2530
3711,2615
3712,2566
3713,2626
3714,2687
3715,2640
3716,2651
3717,2520
3718,2641
3719,2591
3720,2662
3721,2604
3722,2571
3723,2512
3724,2545
3725,2631
3726,2591
3727,2637
3728,2547
3729,2507
3730,2514
3731,2651
3732,2530
3733,2594
3734,2656
3735,2632
3736,2685
3737,2671
3738,2581
3739,2522
3740,2626
3741,2576
3742,2668
3743,2519
3744,2658
3745,2500
3746,2592
3747,2664
3748,2569
3749,2555
3750,2504
3751,2513
3752,2542
3753,2584
3754,2527
3755,2518
3756,2542
3757,2661
3758,2511
3759,2683
3760,2582
3761,2684
3762,2669
3763,2567
3764,2529
3765,2534
3766,2576
3767,2635
3768,2584
3769,2529
3770,2565
3771,2649
3772,2515
3773,2619
3774,2578
3775,2518
3776,2503
3777,2545
3778,2526
3779,2590
3780,2544
3781,2544
3782,2549
3783,2635
3784,2567
3785,2641
3786,2632
3787,2597
3788,2670
3789,2549
3790,2547
3791,2542
3792,2692
3793,2695
3794,2528
3795,2589
3796,2568
3797,2627
3798,2669
3799,2656
3800,2586
3801,2617
3802,2599
3803,2571
3804,2538
3805,2699
3806,2662
3807,2610
3808,2688
3809,2505
3810,2578
3811,2588
3812,2654
3813,2545
3814,2666
3815,2669
3816,2577
3817,2545
3818,2528
3819,2508
3820,2500
3821,2585
3822,2520
3823,2530
3824,2539
3825,2602
3826,2563
3827,2522
3828,2507
3829,2585
3830,2603
3831,2583
3832,2656
3833,2681
3834,2617
3835,2518
3836,2648
3837,2517
3838,2689
3839,2555
3840,2655
3841,2548
3842,2577
3843,2628
3844,2605
3845,2653
3846,2582
3847,2691
3848,2588
3849,2510
3850,2558
3851,2619
3852,2519
3853,2687
3854,2638
3855,2692
3856,2568
3857,2532
3858,2690
3859,2685
3860,2512
3861,2515
3862,2574
3863,2627
3864,2523
3865,2589
3866,2596
3867,2629
3868,2532
3869,2581
3870,2693
3871,2575
3872,2605
3873,2524
3874,2512
3875,2693
3876,2629
3877,2665
3878,2661
3879,2670
3880,2560
3881,2647
3882,2587
3883,2602
3884,2587
3885,2510
3886,2569
3887,2696
3888,2617
3889,2666
3890,2542
3891,2583
3892,2689
3893,2542
3894,2508
3895,2589
3896,2566
3897,2500
3898,2670
3899,2648
3900,2618
3901,2661
3902,2699
3903,2555
3904,2624
3905,2567
3906,2562
3907,2697
3908,2634
3909,2669
3910,2570
3911,2699
3912,2682
3913,2606
3914,2604
3915,2516
3916,2500
3917,2502
3918,2501
3919,2644
3920,2645
3921,2637
3922,2599
3923,2685
3924,2530
3925,2557
3926,2628
3927,2506
3928,2634
3929,2642
3930,2556
3931,2662
3932,2656
3933,2541
3934,2691
3935,2617
3936,2523
3937,2564
3938,2623
3939,2533
3940,2671
3941,2688
3942,2631
3943,2660
3944,2695
3945,2526
3946,2593
3947,2542
3948,2654
3949,2677
3950,2673
3951,2682
3952,2524
3953,2594
3954,2669
3955,2558
3956,2610
3957,2656
3958,2680
3959,2546
3960,2513
3961,2563
3962,2510
3963,2598
3964,2551
3965,2641
3966,2633
3967,2574
3968,2655
3969,2524
3970,2543
3971,2504
3972,2528
3973,2655
3974,2634
3975,2551
3976,2593
3977,2589
3978,2655
3979,2568
3980,2567
3981,2593
3982,2606
3983,2501
3984,2675
3985,2543
3986,2501
3987,2528
3988,2512
3989,2586
3990,2589
3991,2641
3992,2633
3993,2531
3994,2534
3995,2663
3996,2617
3997,2696
3998,2639
3999,2596
4000,2563
4001,2607
4002,2618
4003,2659
4004,2530
4005,2540
4006,2631
4007,2696
4008,2543
4009,2695
4010,2650
4011,2562
4012,2619
4013,2619
4014,2659
4015,2528
4016,2603
4017,2690
4018,2514
4019,2503
4020,2506
4021,2578
4022,2509
4023,2658
4024,2594
4025,2617
4026,2671
4027,2633
4028,2511
4029,2568
4030,2516
4031,2573
4032,2630
4033,2660
4034,2675
4035,2683
4036,2610
4037,2511
4038,2620
4039,2539
4040,2562
4041,2545
4042,2571
4043,2692
4044,2653
4045,2595
4046,2698
4047,2590
4048,2582
4049,2658
4050,2608
4051,2579
4052,2623
4053,2522
4054,2522
4055,2664
4056,2510
4057,2611
4058,2619
4059,2699
4060,2562
4061,2663
4062,2659
4063,2559
4064,2658
4065,2598
4066,2597
4067,2523
4068,2698
4069,2671
4070,2659
4071,2634
4072,2511
4073,2538
4074,2623
4075,2503
4076,2571
4077,2580
4078,2550
4079,2592
4080,2668
4081,2534
4082,2682
4083,2672
4084,2549
4085,2692
4086,2555
4087,2682
4088,2645
4089,2622
4090,2533
4091,2699
4092,2690
4093,2551
4094,2594
4095,2535
4096,2687
4097,2567
4098,2520
4099,2503
4100,2584
4101,2579
4102,2594
4103,2529
4104,2526
4105,2526
4106,2623
4107,2633
4108,2511
4109,2638
4110,2570
4111,2614
4112,2525
4113,2523
4114,2672
4115,2513
4116,2691
4117,2570
4118,2604
4119,2513
4120,2536
4121,2532
4122,2570
4123,2679
4124,2525
4125,2652
4126,2651
4127,2542
4128,2656
4129,2618
4130,2508
4131,2627
4132,2635
4133,2514
4134,2584
4135,2587
4136,2649
4137,2584
4138,2531
4139,2582
4140,2547
4141,2547
4142,2602
4143,2597
4144,2548
4145,2606
4146,2651
4147,2578
4148,2597
4149,2685
4150,2558
4151,2520
4152,2678
4153,2613
4154,2543
4155,2644
4156,2536
4157,2606
4158,2595
4159,2628
4160,2597
4161,2579
4162,2616
4163,2513
4164,2633
4165,2651
4166,2605
4167,2533
4168,2543
4169,2603
4170,2514
4171,2678
4172,2566
4173,2637
4174,2546
4175,2575
4176,2517
4177,2581
4178,2664
4179,2700
4180,2690
4181,2679
4182,2638
4183,2557
4184,2625
4185,2651
4186,2581
4187,2526
4188,2565
4189,2584
4190,2601
4191,2545
4192,2622
4193,2626
4194,2668
4195,2601
4196,2663
4197,2540
4198,2641
4199,2574
4200,2656
4201,2587
4202,2515
4203,2540
4204,2559
4205,2577
4206,2678
4207,2520
4208,2699
4209,2628
4210,2513
4211,2533
4212,2604
4213,2519
4214,2532
4215,2502
4216,2506
4217,2693
4218,2680
4219,2605
4220,2582
4221,2638
4222,2511
4223,2590
4224,2648
4225,2630
4226,2609
4227,2688
4228,2547
4229,2580
4230,2523
4231,2599
4232,2559
4233,2591
4234,2677
4235,2635
4236,2561
4237,2505
4238,2592
4239,2640
4240,2512
4241,2606
4242,2580
4243,2640
4244,2506
4245,2601
4246,2543
4247,2550
4248,2532
4249,2610
4250,2602
4251,2507
4252,2674
4253,2534
4254,2562
4255,2587
4256,2562
4257,2582
4258,2621
4259,2518
4260,2523
4261,2607
4262,2671
4263,2693
4264,2627
4265,2529
4266,2681
4267,2516
4268,2656
4269,2527
4270,2565
4271,2643
4272,2541
4273,2632
4274,2607
4275,2627
4276,2554
4277,2521
4278,2620
4279,2531
4280,2684
4281,2526
4282,2624
4283,2544
4284,2695
4285,2651
4286,2667
4287,2689
4288,2663
4289,2668
4290,2613
4291,2560
4292,2599
4293,2569
4294,2502
4295,2565
4296,2620
4297,2511
4298,2618
4299,2555
4300,2665
4301,2700
4302,2653
4303,2500
4304,2588
4305,2556
4306,2625
4307,2517
4308,2639
4309,2609
4310,2687
4311,2567
4312,2688
4313,2518
4314,2534
4315,2610
4316,2662
4317,2614
4318,2682
4319,2551
4320,2594
4321,2633
4322,2542
4323,2593
4324,2696
4325,2642
4326,2505
4327,2698
4328,2625
4329,2588
4330,2516
4331,2627
4332,2539
4333,2660
4334,2562
4335,2648
4336,2505
4337,2674
4338,2575
4339,2656
4340,2589
4341,2628
4342,2659
4343,2548
4344,2567
4345,2526
4346,2700
4347,2666
4348,2604
4349,2657
4350,2536
4351,2511
4352,2578
4353,2673
4354,2580
4355,2617
4356,2687
4357,2520
4358,2607
4359,2644
4360,2584
4361,2522
4362,2571
4363,2667
4364,2674
4365,2587
4366,2564
4367,2692
4368,2541
4369,2517
4370,2632
4371,2520
4372,2594
4373,2566
4374,2622
4375,2580
4376,2560
4377,2562
4378,2613
4379,2698
4380,2609
4381,2538
4382,2684
4383,2537
4384,2503
4385,2666
4386,2571
4387,2639
4388,2616
4389,2570
4390,2680
4391,2596
4392,2579
4393,2567
4394,2560
4395,2654
4396,2553
4397,2510
4398,2532
4399,2584
4400,2692
4401,2657
4402,2622
4403,2586
4404,2676
4405,2684
4406,2510
4407,2509
4408,2598
4409,2584
4410,2513
4411,2690
4412,2523
4413,2581
4414,2611
4415,2687
4416,2639
4417,2619
4418,2505
4419,2553
4420,2697
4421,2664
4422,2505
4423,2598
4424,2659
4425,2501
4426,2593
4427,2520
4428,2590
4429,2609
4430,2600
4431,2539
4432,2517
4433,2677
4434,2607
4435,2683
4436,2664
4437,2587
4438,2638
4439,2694
4440,2533
4441,2662
4442,2672
4443,2586
4444,2530
4445,2699
4446,2653
4447,2648
4448,2509
4449,2677
4450,2562
4451,2684
4452,2550
4453,2659
4454,2598
4455,2653
4456,2662
4457,2560
4458,2572
4459,2603
4460,2675
4461,2641
4462,2599
4463,2566
4464,2605
4465,2687
4466,2630
4467,2516
4468,2555
4469,2532
4470,2652
4471,2698
4472,2628
4473,2676
4474,2583
4475,2698
4476,2542
4477,2538
4478,2588
4479,2652
4480,2585
4481,2653
4482,2581
4483,2535
4484,2607
4485,2605
4486,2698
4487,2676
4488,2506
4489,2532
4490,2513
4491,2625
4492,2617
4493,2623
4494,2669
4495,2618
4496,2550
4497,2676
4498,2599
4499,2700
4500,2653
4501,2575
4502,2697
4503,2664
4504,2516
4505,2587
4506,2624
4507,2512
4508,2692
4509,2615
4510,2622
4511,2563
4512,2592
4513,2539
4514,2511
4515,2593
4516,2633
4517,2654
4518,2626
4519,2599
4520,2554
4521,2563
4522,2535
4523,2609
4524,2659
4525,2510
4526,2642
4527,2615
4528,2683
4529,2692
4530,2693
4531,2585
4532,2591
4533,2589
4534,2569
4535,2515
4536,2572
4537,2696
4538,2649
4539,2626
4540,2532
4541,2575
4542,2635
4543,2667
4544,2508
4545,2646
4546,2654
4547,2531
4548,2634
4549,2589
4550,2690
4551,2624
4552,2633
4553,2677
4554,2509
4555,2648
4556,2691
4557,2529
4558,2663
4559,2622
4560,2689
4561,2532
4562,2520
4563,2666
4564,2644
4565,2653
4566,2613
4567,2625
4568,2577
4569,2526
4570,2541
4571,2503
4572,2692
4573,2659
4574,2645
4575,2596
4576,2527
4577,2554
4578,2590
4579,2700
4580,2543
4581,2697
4582,2664
4583,2592
4584,2569
4585,2632
4586,2634
4587,2628
4588,2568
4589,2628
4590,2550
4591,2616
4592,2612
4593,2586
4594,2506
4595,2523
4596,2509
4597,2675
4598,2644
4599,2669
4600,2601
4601,2694
4602,2536
4603,2539
4604,2652
4605,2530
4606,2569
4607,2629
4608,2624
4609,2629
4610,2529
